[03 sep 21:52:03] CREATE:ItemAuction, item 268437784:Improved Ring of Queen Ant(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437785:Lava Saw(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437786:Refined Black Feather Mask(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437787:Vigwik Axe(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437788:Green Soul Crystal - Stage 15(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437789:Vigwik Axe(1)
[03 sep 21:58:46] CREATE:Hellbound Map, item 268483949:Map of Hellbound(1), L2PcInstance:Kira[268481600], L2PcInstance:Kira[268481600]
[09 sep 1:45:46] CHANGE:ClassMaster, item 268489018:Adena(8000395774), PrevCount(8000495774), L2PcInstance:404[268489017], L2PcInstance:404[268489017]
[09 sep 1:46:00] CHANGE:ClassMaster, item 268489018:Adena(7999395774), PrevCount(8000395774), L2PcInstance:404[268489017], L2PcInstance:404[268489017]
[09 sep 1:46:03] CHANGE:ClassMaster, item 268489018:Adena(7989395774), PrevCount(7999395774), L2PcInstance:404[268489017], L2PcInstance:404[268489017]
[09 sep 1:46:03] CREATE:ClassMaster, item 268489101:Giant's Codex(5), L2PcInstance:404[268489017], L2PcInstance:404[268489017]
[09 sep 1:47:24] CHANGE:premium, item 268489018:Adena(7989395744), PrevCount(7989395774), L2PcInstance:404[268489017], L2PcInstance:404[268489017]
[09 sep 1:47:32] SETOWNER:Pickup, item 268488933:Donation Coin(132495), L2PcInstance:404[268489017]
[09 sep 1:47:32] SETOWNER:Pickup, item 268488926:Vote Coin(154109), L2PcInstance:404[268489017]
[09 sep 1:47:33] CHANGE:Pickup, item 268488933:Donation Coin(273060), PrevCount(132495), L2PcInstance:404[268489017]
[09 sep 1:47:33] DELETE:Pickup, item 268488929:Donation Coin(0), PrevCount(140565), L2PcInstance:404[268489017]
[09 sep 1:47:34] CHANGE:Pickup, item 268488926:Vote Coin(278495), PrevCount(154109), L2PcInstance:404[268489017]
[09 sep 1:47:34] DELETE:Pickup, item 268488921:Vote Coin(0), PrevCount(124386), L2PcInstance:404[268489017]
[09 sep 1:47:34] SETOWNER:Pickup, item 268488931:Festival Adena(137593), L2PcInstance:404[268489017]
[09 sep 1:47:35] CHANGE:Pickup, item 268489018:Adena(7989395781), PrevCount(7989395744), L2PcInstance:404[268489017]
[09 sep 1:47:35] DELETE:Pickup, item 268488922:Adena(0), PrevCount(37), L2PcInstance:404[268489017]
[09 sep 1:47:36] CHANGE:Pickup, item 268488926:Vote Coin(422957), PrevCount(278495), L2PcInstance:404[268489017]
[09 sep 1:47:36] DELETE:Pickup, item 268488913:Vote Coin(0), PrevCount(144462), L2PcInstance:404[268489017]
[09 sep 1:47:36] CHANGE:Pickup, item 268488931:Festival Adena(281230), PrevCount(137593), L2PcInstance:404[268489017]
[09 sep 1:47:36] DELETE:Pickup, item 268488917:Festival Adena(0), PrevCount(143637), L2PcInstance:404[268489017]
[09 sep 1:47:38] CHANGE:Pickup, item 268489018:Adena(7989395811), PrevCount(7989395781), L2PcInstance:404[268489017]
[09 sep 1:47:38] DELETE:Pickup, item 268488945:Adena(0), PrevCount(30), L2PcInstance:404[268489017]
[09 sep 1:47:51] SETOWNER:Pickup, item 268488910:Gold Knight(128459), L2PcInstance:404[268489017]
[09 sep 1:47:52] CHANGE:Pickup, item 268488926:Vote Coin(549807), PrevCount(422957), L2PcInstance:404[268489017]
[09 sep 1:47:52] DELETE:Pickup, item 268488951:Vote Coin(0), PrevCount(126850), L2PcInstance:404[268489017]
[09 sep 1:47:53] CHANGE:Pickup, item 268489018:Adena(7989395845), PrevCount(7989395811), L2PcInstance:404[268489017]
[09 sep 1:47:53] DELETE:Pickup, item 268488948:Adena(0), PrevCount(34), L2PcInstance:404[268489017]
[09 sep 1:51:55] CHANGE:Multisell, item 268488933:Donation Coin(273050), PrevCount(273060), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:51:55] CREATE:Multisell, item 268489145:Vorpal Tunic {PvP}(1), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:51:57] CHANGE:Multisell, item 268488933:Donation Coin(273040), PrevCount(273050), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:51:57] CREATE:Multisell, item 268489146:Vorpal Circlet(1), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:52:00] CHANGE:Multisell, item 268488933:Donation Coin(273030), PrevCount(273040), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:52:00] CREATE:Multisell, item 268489147:Vorpal Stockings(1), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:52:03] CHANGE:Multisell, item 268488933:Donation Coin(273020), PrevCount(273030), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:52:03] CREATE:Multisell, item 268489148:Vorpal Gloves(1), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:52:05] CHANGE:Multisell, item 268488933:Donation Coin(273010), PrevCount(273020), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:52:05] CREATE:Multisell, item 268489149:Vorpal Shoes(1), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:52:09] CHANGE:Multisell, item 268488933:Donation Coin(273000), PrevCount(273010), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:52:09] CREATE:Multisell, item 268489150:Vorpal Sigil(1), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:53:51] CHANGE:Multisell, item 268488933:Donation Coin(272970), PrevCount(273000), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:53:51] CREATE:Multisell, item 268489157:Contristo Hammer {PvP} - Health(1), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:55:00] CHANGE:Multisell, item 268488933:Donation Coin(272940), PrevCount(272970), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:55:00] CREATE:Multisell, item 268489175:Sacredium {PvP} - MP Regeneration(1), L2PcInstance:404[268489017], L2NpcInstance:Premium Manager(542)[268477707]
[09 sep 1:55:31] CREATE:Loot, item 268489177:Gold Knight(129610), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488967]
[09 sep 1:55:37] CHANGE:Pickup, item 268488910:Gold Knight(258069), PrevCount(128459), L2PcInstance:404[268489017]
[09 sep 1:55:37] DELETE:Pickup, item 268489177:Gold Knight(0), PrevCount(129610), L2PcInstance:404[268489017]
[09 sep 1:56:04] CHANGE:Clan donate, item 268489018:Adena(7989395815), PrevCount(7989395845), L2PcInstance:404[268489017], L2PcInstance:404[268489017]
[09 sep 1:56:13] CHANGE:augment, item 268489018:Adena(7989395810), PrevCount(7989395815), L2PcInstance:404[268489017], L2PcInstance:404[268489017]
[09 sep 1:56:22] CHANGE:augment, item 268489018:Adena(7989395805), PrevCount(7989395810), L2PcInstance:404[268489017], L2PcInstance:404[268489017]
[09 sep 1:56:39] CHANGE:Multisell, item 268488933:Donation Coin(272930), PrevCount(272940), L2PcInstance:404[268489017]
[09 sep 1:56:39] CREATE:Multisell, item 268489187:Striped Mithril Shirt - MP(1), L2PcInstance:404[268489017]
[09 sep 1:56:43] CHANGE:Multisell, item 268488933:Donation Coin(272920), PrevCount(272930), L2PcInstance:404[268489017]
[09 sep 1:56:43] CREATE:Multisell, item 268489188:Cloak of Zaken(1), L2PcInstance:404[268489017]
[09 sep 1:56:46] CHANGE:Multisell, item 268488933:Donation Coin(272910), PrevCount(272920), L2PcInstance:404[268489017]
[09 sep 1:56:46] CREATE:Multisell, item 268489189:Top-grade Magic Ornament Mithril Belt - PVP Defense(1), L2PcInstance:404[268489017]
[09 sep 1:57:24] CHANGE:Multisell, item 268488931:Festival Adena(276230), PrevCount(281230), L2PcInstance:404[268489017]
[09 sep 1:57:24] CREATE:Multisell, item 268489190:Jet Bike Mount Bracelet - 30-day limited period(1), L2PcInstance:404[268489017]
[09 sep 1:57:38] CHANGE:Multisell, item 268488931:Festival Adena(261230), PrevCount(276230), L2PcInstance:404[268489017]
[09 sep 1:57:38] CREATE:Multisell, item 268489196:Enhanced Mithril Bracelet(1), L2PcInstance:404[268489017]
[09 sep 1:59:36] CREATE:Loot, item 268489233:Vote Coin(137149), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488937]
[09 sep 1:59:36] CREATE:Loot, item 268489234:Herb of Vampiric Rage(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488937]
[09 sep 2:00:27] CHANGE:Multisell, item 268489018:Adena(7988079270), PrevCount(7989395805), L2PcInstance:404[268489017]
[09 sep 2:00:27] CREATE:Multisell, item 268489243:Soulshot (S-Grade)(3333), L2PcInstance:404[268489017]
[09 sep 2:00:29] CHANGE:Multisell, item 268489018:Adena(7986762735), PrevCount(7988079270), L2PcInstance:404[268489017]
[09 sep 2:00:29] CHANGE:Multisell, item 268489243:Soulshot (S-Grade)(6666), PrevCount(3333), L2PcInstance:404[268489017]
[09 sep 2:00:31] CHANGE:Multisell, item 268489018:Adena(7985446200), PrevCount(7986762735), L2PcInstance:404[268489017]
[09 sep 2:00:31] CHANGE:Multisell, item 268489243:Soulshot (S-Grade)(9999), PrevCount(6666), L2PcInstance:404[268489017]
[09 sep 2:00:35] CHANGE:Multisell, item 268489018:Adena(7981779900), PrevCount(7985446200), L2PcInstance:404[268489017]
[09 sep 2:00:35] CREATE:Multisell, item 268489244:Blessed Spiritshot (S-Grade)(3333), L2PcInstance:404[268489017]
[09 sep 2:00:37] CHANGE:Multisell, item 268489018:Adena(7978113600), PrevCount(7981779900), L2PcInstance:404[268489017]
[09 sep 2:00:37] CHANGE:Multisell, item 268489244:Blessed Spiritshot (S-Grade)(6666), PrevCount(3333), L2PcInstance:404[268489017]
[09 sep 2:00:38] CHANGE:Multisell, item 268489018:Adena(7974447300), PrevCount(7978113600), L2PcInstance:404[268489017]
[09 sep 2:00:38] CHANGE:Multisell, item 268489244:Blessed Spiritshot (S-Grade)(9999), PrevCount(6666), L2PcInstance:404[268489017]
[09 sep 2:00:44] CHANGE:Multisell, item 268489018:Adena(7973947300), PrevCount(7974447300), L2PcInstance:404[268489017]
[09 sep 2:00:44] CREATE:Multisell, item 268489245:Color Name (Event)(1), L2PcInstance:404[268489017]
[09 sep 2:00:58] CHANGE:Multisell, item 268489018:Adena(7958947300), PrevCount(7973947300), L2PcInstance:404[268489017]
[09 sep 2:00:58] CREATE:Multisell, item 268489246:Fairy Antennae(1), L2PcInstance:404[268489017]
[09 sep 2:01:20] DELETE:Consume, item 268489245:Color Name (Event)(0), PrevCount(1), L2PcInstance:404[268489017]
[09 sep 2:01:48] CHANGE:Multisell, item 268488931:Festival Adena(259230), PrevCount(261230), L2PcInstance:404[268489017]
[09 sep 2:01:48] CREATE:Multisell, item 268489253:Horn Hairband(1), L2PcInstance:404[268489017]
[09 sep 2:01:55] DELETE:L2ItemInstance, item 268486912:Yellow Talisman of Critical Damage(0), PrevCount(1), L2PcInstance:EVA[268485955]
[09 sep 2:01:55] CHANGE:Multisell, item 268488931:Festival Adena(257230), PrevCount(259230), L2PcInstance:404[268489017]
[09 sep 2:01:55] CREATE:Multisell, item 268489254:Refined Devil Horn(1), L2PcInstance:404[268489017]
[09 sep 2:01:58] DELETE:L2ItemInstance, item 268486917:Yellow Talisman of Speed(0), PrevCount(1), L2PcInstance:EVA[268485955]
[09 sep 2:02:07] CHANGE:Multisell, item 268488931:Festival Adena(255230), PrevCount(257230), L2PcInstance:404[268489017]
[09 sep 2:02:07] CREATE:Multisell, item 268489256:Gatekeeper Hat(1), L2PcInstance:404[268489017]
[09 sep 2:03:11] CHANGE:Multisell, item 268488933:Donation Coin(272898), PrevCount(272910), L2PcInstance:404[268489017]
[09 sep 2:03:11] CREATE:Multisell, item 268489258:Elegia Ring(1), L2PcInstance:404[268489017]
[09 sep 2:03:12] CHANGE:Multisell, item 268488933:Donation Coin(272886), PrevCount(272898), L2PcInstance:404[268489017]
[09 sep 2:03:12] CREATE:Multisell, item 268489259:Elegia Ring(1), L2PcInstance:404[268489017]
[09 sep 2:03:15] CHANGE:Multisell, item 268488933:Donation Coin(272874), PrevCount(272886), L2PcInstance:404[268489017]
[09 sep 2:03:15] CREATE:Multisell, item 268489260:Elegia Earring(1), L2PcInstance:404[268489017]
[09 sep 2:03:16] CHANGE:Multisell, item 268488933:Donation Coin(272862), PrevCount(272874), L2PcInstance:404[268489017]
[09 sep 2:03:16] CREATE:Multisell, item 268489261:Elegia Earring(1), L2PcInstance:404[268489017]
[09 sep 2:03:18] CHANGE:Multisell, item 268488933:Donation Coin(272850), PrevCount(272862), L2PcInstance:404[268489017]
[09 sep 2:03:19] CREATE:Multisell, item 268489262:Elegia Necklace(1), L2PcInstance:404[268489017]
[09 sep 2:04:28] CHANGE:Multisell, item 268488931:Festival Adena(255180), PrevCount(255230), L2PcInstance:404[268489017]
[09 sep 2:04:28] CREATE:Multisell, item 268489285:Yellow Talisman of Critical Damage(1), L2PcInstance:404[268489017]
[09 sep 2:04:39] CHANGE:Multisell, item 268488931:Festival Adena(255130), PrevCount(255180), L2PcInstance:404[268489017]
[09 sep 2:04:39] CREATE:Multisell, item 268489286:Black Talisman - Arcane Freedom(1), L2PcInstance:404[268489017]
[09 sep 2:04:49] CHANGE:Multisell, item 268488931:Festival Adena(255080), PrevCount(255130), L2PcInstance:404[268489017]
[09 sep 2:04:49] CREATE:Multisell, item 268489287:Red Talisman of Maximum Clarity(1), L2PcInstance:404[268489017]
[09 sep 2:04:55] CHANGE:Multisell, item 268488931:Festival Adena(255030), PrevCount(255080), L2PcInstance:404[268489017]
[09 sep 2:04:55] CREATE:Multisell, item 268489288:White Talisman of Protection(1), L2PcInstance:404[268489017]
[09 sep 2:05:36] CREATE:Loot, item 268489294:Gold Knight(124444), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488969]
[09 sep 2:06:20] CREATE:Loot, item 268489296:Vote Coin(126114), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488968]
[09 sep 2:06:39] CREATE:Loot, item 268489299:Festival Adena(145441), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488982]
[09 sep 2:06:39] CREATE:Loot, item 268489300:Greater Herb of Mana(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488982]
[09 sep 2:06:39] CREATE:Loot, item 268489301:Herb of Power(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488982]
[09 sep 2:06:39] CREATE:Loot, item 268489302:Herb of Magic(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488982]
[09 sep 2:06:39] CREATE:Loot, item 268489303:Herb of Alacrity(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488982]
[09 sep 2:06:57] DELETE:L2ItemInstance, item 268486915:White Talisman - Darkness(0), PrevCount(1), L2PcInstance:EVA[268485955]
[09 sep 2:07:05] CREATE:Loot, item 268489305:Gold Knight(161986), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488975]
[09 sep 2:07:05] CREATE:Loot, item 268489306:Herb of Power(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488975]
[09 sep 2:07:05] CREATE:Loot, item 268489307:Herb of Speed(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488975]
[09 sep 2:07:05] CREATE:Loot, item 268489308:Adena(42), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488970]
[09 sep 2:07:05] CREATE:Loot, item 268489309:Herb of Life(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488970]
[09 sep 2:07:05] CREATE:Loot, item 268489310:Gold Knight(153701), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488971]
[09 sep 2:07:05] CREATE:Loot, item 268489311:Herb of Life(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488971]
[09 sep 2:07:05] CREATE:Loot, item 268489312:Donation Coin(1131827), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488972]
[09 sep 2:07:05] CREATE:Loot, item 268489313:Herb of Life(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488972]
[09 sep 2:07:05] CREATE:Loot, item 268489314:Herb of Alacrity(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488972]
[09 sep 2:07:05] CREATE:Loot, item 268489315:Herb of Casting Spd.(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488972]
[09 sep 2:07:05] CREATE:Loot, item 268489316:Herb of Vampiric Rage(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488972]
[09 sep 2:07:05] CREATE:Loot, item 268489317:Vote Coin(124681), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488974]
[09 sep 2:07:05] CREATE:Loot, item 268489318:Herb of Casting Spd.(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488974]
[09 sep 2:07:05] CREATE:Loot, item 268489319:Donation Coin(142115), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488976]
[09 sep 2:07:05] CREATE:Loot, item 268489320:Herb of Power(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488976]
[09 sep 2:07:05] CREATE:Loot, item 268489321:Herb of Magic(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488976]
[09 sep 2:07:05] CREATE:Loot, item 268489322:Herb of Casting Spd.(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488976]
[09 sep 2:07:05] CREATE:Loot, item 268489323:Herb of Vampiric Rage(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488976]
[09 sep 2:07:05] CREATE:Loot, item 268489324:Festival Adena(122470), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489007]
[09 sep 2:07:05] CREATE:Loot, item 268489325:Herb of Magic(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489007]
[09 sep 2:07:05] CREATE:Loot, item 268489326:Vote Coin(136346), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489008]
[09 sep 2:07:05] CREATE:Loot, item 268489327:Herb of Magic(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489008]
[09 sep 2:07:05] CREATE:Loot, item 268489328:Herb of Critical Attack - Power(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489008]
[09 sep 2:07:05] CREATE:Loot, item 268489329:Adena(39), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489295]
[09 sep 2:07:05] CREATE:Loot, item 268489330:Herb of Alacrity(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489295]
[09 sep 2:07:05] CREATE:Loot, item 268489331:Adena(204), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489298]
[09 sep 2:07:05] CREATE:Loot, item 268489332:Herb of Speed(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489298]
[09 sep 2:07:05] CREATE:Loot, item 268489333:Herb of Vampiric Rage(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489298]
[09 sep 2:07:05] CREATE:Loot, item 268489334:Donation Coin(147536), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488891]
[09 sep 2:07:05] CREATE:Loot, item 268489335:Herb of Critical Attack - Probability(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488891]
[09 sep 2:07:05] CREATE:Loot, item 268489336:Adena(40), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488899]
[09 sep 2:07:05] CREATE:Loot, item 268489337:Superior Herb of Mana(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268488899]
[09 sep 2:07:12] CREATE:Loot, item 268489338:Vote Coin(152067), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489304]
[09 sep 2:07:12] CREATE:Loot, item 268489339:Gold Knight(155577), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489236]
[09 sep 2:07:12] CREATE:Loot, item 268489340:Greater Herb of Mana(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489236]
[09 sep 2:07:12] CREATE:Loot, item 268489341:Herb of Power(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489236]
[09 sep 2:07:12] CREATE:Loot, item 268489342:Herb of Alacrity(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489236]
[09 sep 2:07:12] CREATE:Loot, item 268489343:Herb of Critical Attack - Probability(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489236]
[09 sep 2:07:12] CREATE:Loot, item 268489344:Herb of Critical Attack - Power(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489236]
[09 sep 2:07:28] CREATE:Loot, item 268489359:Gold Knight(154497), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489350]
[09 sep 2:07:28] CREATE:Loot, item 268489360:Greater Herb of Life(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489350]
[09 sep 2:07:28] CREATE:Loot, item 268489361:Herb of Casting Spd.(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489350]
[09 sep 2:07:28] CREATE:Loot, item 268489362:Herb of Critical Attack - Power(1), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489350]
[09 sep 2:07:39] CREATE:Loot, item 268489368:Festival Adena(1108016), L2PcInstance:404[268489017], L2MonsterInstance:Goblin Grave Robber(20319)[268489354]
